id,viewCount,likeCount,commentCount,concertType,artist,concertNumber,age,accessDate,durationSeconds,durationMinutes,caption,artistFollower,month,year,season
FZF13DJf13k,136057,2006,170,N,Jason Lytle,1,4596,2025-07-21,763,12.72,false,570,11,2012,autumn
v-xghWkpqmU,86233,2945,44,N,Jason Vieaux And Yolanda Kondonassis,1,3664,2025-07-21,1025,17.08,false,4600,5,2015,spring
YA6D6WmclMc,1021850,39229,2218,H,Jay Park,1,742,2025-07-21,990,16.5,true,3530000,5,2023,spring
rDJeYMel81Y,371788,9785,449,N,Jay Som,1,2879,2025-07-21,992,16.53,false,6560,7,2017,summer
KgrCYvVYSRE,14012101,228668,14594,H,Jazmine Sullivan,1,1610,2025-07-21,1190,19.83,false,1040000,1,2021,winter
jlv4wrfKl4Y,88767,2533,127,N,Jean-Yves Thibaudet,1,77,2025-07-21,894,14.9,false,11300,3,2025,spring
c9vtuEH-vfk,2507867,64375,7062,N,Jeezy,1,471,2025-07-21,1409,23.48,false,2350000,2,2024,winter
FsnwgTn3WWc,117461,3807,204,N,Jeff Parker ETA IVtet,1,30,2025-07-21,1354,22.57,false,1000,5,2025,spring
PxZhSNla0U8,131551,1660,90,N,Jennifer Koh & Missy Mazzoli,1,443,2025-07-21,1359,22.65,false,1400,3,2024,spring
TZvakUFEu04,258922,3882,228,N,Jenny Lewis,1,1922,2025-07-21,829,13.82,false,41900,3,2020,spring
p1i28p_gyFI,34623,237,23,N,Jenny Lin,1,4995,2025-07-21,795,13.25,false,381,10,2011,autumn
yng5CTT8Ogk,3313114,44594,1553,N,Jenny and the Mexicats,1,2622,2025-07-21,916,15.27,false,245000,4,2018,spring
wftQvpqo6Rg,161097,2281,94,N,Jens Lekman,1,4960,2025-07-21,842,14.03,false,1490,11,2011,autumn
HF6CfGndHH8,104902,1973,162,N,Jeremy Dutcher,1,2199,2025-07-21,1401,23.35,false,9210,5,2019,spring
X-RVUGjCfug,174187,1520,90,N,Jeremy Messersmith,1,5009,2025-07-21,906,15.1,false,13800,9,2011,autumn
ahqSpH38xPo,189948,3039,161,N,Jesca Hoop,1,1883,2025-07-21,1078,17.97,false,6470,4,2020,spring
0kgySblHsVI,310722,3742,318,N,Jessica Lea Mayfield,1,3924,2025-07-21,766,12.77,false,4270,9,2014,autumn
wSl5_RDCfrQ,3076350,83439,2317,N,Jessie Reyez,1,980,2025-07-21,988,16.47,true,1520000,9,2022,autumn
YJ-efUsAhc8,2102775,30456,775,N,Jessie Ware,1,3699,2025-07-21,840,14,false,655000,4,2015,spring
XVMJXZYgNfc,16733562,280974,10225,H,Jhené Aiko,1,1709,2025-07-21,1089,18.15,false,3810000,10,2020,autumn
h-_YEiac55s,1498319,29902,1160,N,Jidenna,1,2825,2025-07-21,733,12.22,false,954000,9,2017,autumn
7_qK8l4tDog,80248,2194,68,N,Jim Guthrie,1,4316,2025-07-21,671,11.18,false,4160,8,2013,summer
KfDY0eodPMU,234229,3166,262,N,Jim James,1,2408,2025-07-21,677,11.28,false,30300,11,2018,autumn
sPZc74_1IiM,73411,1514,49,N,Jim White,1,5904,2025-07-21,1305,21.75,false,1330,4,2009,spring
QYtIT6J7G10,119994,3154,127,S,Jimmy Cliff,1,1790,2025-07-21,730,12.17,false,388000,7,2020,summer
0p-X6zczdPA,679995,12357,658,N,Jimmy Eat World,1,1948,2025-07-21,712,11.87,false,298000,2,2020,winter
VATGBUBkrUc,289688,2456,121,N,Joan Shelley,1,3542,2025-07-21,721,12.02,false,1730,9,2015,autumn
XnCyyJhJCc0,182250,3445,193,N,Joan Soriano,1,4859,2025-07-21,685,11.42,false,21600,2,2012,winter
-XwZf3zpAH8,40800,585,59,N,Joe Boyd And Robyn Hitchcock,1,5072,2025-07-21,1392,23.2,false,1,7,2011,summer
MA--dI19Lfc,91092,983,45,N,Joe Henry,1,4937,2025-07-21,1260,21,false,1530,11,2011,autumn
_NIFz8wRvMs,1030847,32944,1880,N,Joey Alexander,1,2373,2025-07-21,1542,25.7,false,111000,12,2018,winter
DouAiv06tMY,62619,739,152,N,John Congleton And The Nighty Nite,1,3241,2025-07-21,867,14.45,false,507,7,2016,summer
YYdAE6a0ZH0,108642,1832,70,N,John Grant,1,3980,2025-07-21,1040,17.33,false,28800,7,2014,summer
PYcn36-k7lw,98308,2780,243,N,John Holiday,1,233,2025-07-21,1213,20.22,false,2340,10,2024,autumn
onQLAEEeta8,6986424,60250,1223,N,John Legend,1,4218,2025-07-21,962,16.03,false,7990000,11,2013,autumn
tFxQbPYe_ZA,1651154,26165,787,H,John Legend,2,1768,2025-07-21,954,15.9,false,8010000,8,2020,summer
cniD94MqoCg,1029567,12379,664,N,John Moreland,1,2597,2025-07-21,751,12.52,false,48200,4,2018,spring
mBIAnpOrJB8,312311,5805,250,N,John Paul White,1,3119,2025-07-21,812,13.53,false,8400,11,2016,autumn
sOg7mAkrKJw,3562060,41274,2375,N,John Prine,1,2636,2025-07-21,930,15.5,false,279000,3,2018,spring
PBksI8zbhrg,601910,9318,470,H,John Prine Tribute,1,1882,2025-07-21,1261,21.02,false,280000,4,2020,spring
f2rkstacMlg,522874,7154,654,N,John Reilly & Friends,1,3774,2025-07-21,1009,16.82,false,768,2,2015,winter
QxVzchD0Xh4,52579,585,29,N,John Vanderslice,1,5721,2025-07-21,855,14.25,false,693,10,2009,autumn
l0f6KGsrt-4,506062,7496,277,N,Johnnyswim,1,4057,2025-07-21,872,14.53,false,85500,4,2014,spring
4ul6kP887xA,156850,978,75,N,Jolie Holland,1,4785,2025-07-21,527,8.78,false,1390,4,2012,spring
ze4xcmBFvaE,4320645,102521,3272,N,Jon Batiste,1,1852,2025-07-21,1003,16.72,false,437000,5,2020,spring
GrmZKTnlOFw,2695536,58565,1917,N,Jonas Brothers,1,2069,2025-07-21,832,13.87,false,5360000,10,2019,autumn
99jaKJvtRBY,42375,1185,83,H,Jonathan Biss,1,1635,2025-07-21,1678,27.97,false,790,12,2020,winter
8ta8ftzNvek,587574,22843,934,H,Jonathan McReynolds and Mali Music,1,1264,2025-07-21,1241,20.68,false,542000,12,2021,winter
qYPQ0EUmbTs,235581,7125,447,N,Jonathan Scales Fourchestra,1,1939,2025-07-21,1133,18.88,false,4280,2,2020,winter
JtBmUxz4GsM,2021022,39831,1603,N,Jordan Rakei,1,1964,2025-07-21,1060,17.67,false,69000,1,2020,winter
RcINbc0ye-o,994691,42264,1364,N,Jordan Ward,1,592,2025-07-21,1007,16.78,false,66000,10,2023,autumn
qn6rgisZm1M,5054810,81190,2229,N,Jorge Drexler,1,2604,2025-07-21,1200,20,false,449000,4,2018,spring
JxEvAHLqryg,124653,3872,217,N,Jorge Glem and Sam Reider,1,823,2025-07-21,1140,19,true,30100,3,2023,spring
yXrlhebkpIQ,42841049,482310,8849,N,Jorja Smith,1,2549,2025-07-21,749,12.48,false,1580000,6,2018,summer
TeDh-3IKwgc,1967699,25998,683,N,Joseph,1,3136,2025-07-21,674,11.23,false,24700,11,2016,autumn
b9sBFoufLd8,55420,807,108,N,Joseph Calleja,1,4092,2025-07-21,671,11.18,false,1690,3,2014,spring
HObS9FWpTNI,61011,1303,94,H,Joseph Keckler,1,1453,2025-07-21,1140,19,false,585,6,2021,summer
4Quq7OdPQsU,517671,5453,197,N,Josh Ritter,1,5170,2025-07-21,1013,16.88,false,26800,4,2011,spring
ShR6wGxzyu4,281662,4078,347,N,Josh Ritter With Amanda Shires And Jason Isbell,1,2072,2025-07-21,1097,18.28,false,32900,10,2019,autumn
vArST0dVOl4,166455,2946,127,N,Joshua Bell & Jeremy Denk,1,3164,2025-07-21,919,15.32,false,72000,10,2016,autumn
lqBEfjDRDHk,542062,14363,519,N,Joshua Redman,1,483,2025-07-21,1342,22.37,false,15900,2,2024,winter
l4c4PUNkawc,691697,7195,343,H,Joss Favela,1,1311,2025-07-21,1056,17.6,true,1050000,11,2021,autumn
Ag-OIlEN00M,1889579,22928,534,N,José González,1,3691,2025-07-21,791,13.18,false,193000,4,2015,spring
-kfrmkseMAI,117080,4537,266,N,Jovino Santos Neto Trio,1,2041,2025-07-21,976,16.27,false,1980,11,2019,autumn
Ea9_egtJYMg,421228,14908,489,H,Joy Oladokun,1,1386,2025-07-21,1035,17.25,false,59200,8,2021,summer
x4Al4EM0Ni4,111590,2930,149,N,Joyce DiDonato,1,1962,2025-07-21,1228,20.47,false,22300,1,2020,winter
SEkdTyBYha0,82954,1563,30,N,Joyce El Khoury and Brian Jagde,1,4844,2025-07-21,604,10.07,false,1106,3,2012,spring
4dd7WejIFi8,1097756,28045,1170,N,Joyce Wrice,1,962,2025-07-21,1042,17.37,false,70400,10,2022,autumn
he-eAyHRfFg,361593,8500,326,N,Juana Molina,1,4022,2025-07-21,942,15.7,false,30100,6,2014,summer
TG6NqII3Zuw,288385,3902,139,N,Juanes,1,4964,2025-07-21,698,11.63,false,3170000,11,2011,autumn
1Pt-nLSMONI,1755318,45044,1641,N,Juanes,2,263,2025-07-21,1397,23.28,true,3170000,9,2024,autumn
aWjihS2LHLs,20095597,170465,4533,N,Juanes & Mon Laferte,1,2564,2025-07-21,1062,17.7,false,10060000,5,2018,spring
McpF_s2wXcY,403212,12780,283,N,Juilliard Jazz Ensemble,1,1008,2025-07-21,906,15.1,false,96200,9,2022,autumn
pyJsiO6SbAY,66318,1895,144,H,Julia Bullock,1,1648,2025-07-21,987,16.45,false,747,12,2020,winter
b6_ldCgncnQ,56266,1282,55,N,Julia Bullock & Christian Reif,1,72,2025-07-21,1326,22.1,true,811,3,2025,spring
pVGCIH54W9g,159653,2445,163,N,Julia Holter,1,3332,2025-07-21,830,13.83,false,8330,4,2016,spring
f7-3kiK6F_Q,610886,12876,371,N,Julia Jacklin,1,2930,2025-07-21,920,15.33,false,44500,5,2017,spring
GXMRg2snp1g,293674,9206,219,S,Julian Lage Trio,1,1692,2025-07-21,981,16.35,false,151000,10,2020,autumn
9dc9kbRlwB8,364258,7788,362,N,Julie Byrne,1,2445,2025-07-21,876,14.6,false,4270,9,2018,autumn
jbun-mjH-bw,170360,2468,79,N,Julie Doiron,1,5800,2025-07-21,787,13.12,false,17000,7,2009,summer
tADWPTqR_4A,3930721,72920,2246,N,Julien Baker,1,3378,2025-07-21,786,13.1,false,45500,3,2016,spring
XZdnq5tN5vI,1065378,21396,689,N,Julien Baker,2,2697,2025-07-21,924,15.4,false,45500,1,2018,winter
-lLnpEv_9dw,858730,12178,441,N,Julieta Venegas,1,5142,2025-07-21,589,9.82,false,1750000,5,2011,spring
xjVx3Wcoolo,344630,11895,441,N,Julius Rodriguez,1,331,2025-07-21,1435,23.92,false,5830,7,2024,summer
-RnRAtMwOEY,203228,6753,318,N,Jupiter & Okwess,1,2454,2025-07-21,743,12.38,false,5470,9,2018,autumn
Su6kidaGW_8,47274575,530048,19914,H,Justin Bieber,1,1542,2025-07-21,915,15.25,false,75800000,3,2021,spring
cMIJsoaxRjk,20866415,443179,18186,N,Justin Timberlake,1,448,2025-07-21,1541,25.68,false,1.1e+07,3,2024,spring
lnOHHywkTCs,632081,5074,394,N,Justin Townes Earle,1,3924,2025-07-21,702,11.7,false,12300,9,2014,autumn
kes2P4IC2bQ,10185950,302391,30990,N,Juvenile,1,707,2025-07-21,1680,28,false,595000,6,2023,summer
AE-YaL0Y3bo,443611,3950,247,N,K'Naan,1,5686,2025-07-21,816,13.6,false,1760000,11,2009,autumn
MrDA0ajZuWU,244481,6996,548,H,KEM,1,1656,2025-07-21,811,13.52,false,536000,11,2020,autumn
TOrp6OrtVFs,357696,18406,650,H,KIRBY,1,1821,2025-07-21,679,11.32,false,79800,6,2020,summer
wA7MgcgqaZA,212989,6026,284,N,KOKOKO!,1,2023,2025-07-21,962,16.03,false,762,11,2019,autumn
jmvz0ZdVphg,257895,5356,220,N,Kaia Kater,1,2270,2025-07-21,1013,16.88,false,2750,3,2019,spring
l5OBuqmErPI,170028,3103,572,N,Kalbells,1,2459,2025-07-21,860,14.33,false,686,9,2018,autumn
x8WTPgeVPjg,870386,32749,1067,N,Kamasi Washington,1,228,2025-07-21,1148,19.13,false,123000,10,2024,autumn
LJdWpAFutYM,2270417,37354,1142,N,Kany García,1,683,2025-07-21,1006,16.77,true,3350000,7,2023,summer
qoyc83-56EY,142324,2808,208,N,Karine Polwart Trio,1,2241,2025-07-21,1069,17.82,false,3170,4,2019,spring
MQSos6YvrKk,16621653,101375,2456,H,Karol G,1,1471,2025-07-21,990,16.5,true,40100000,5,2021,spring
D8UWsFMVj_Q,8605497,164439,7072,N,Karol G,2,753,2025-07-21,1021,17.02,true,4e+07,5,2023,spring
0kKct_AKz8s,171188,3658,223,N,Kassa Overall,1,793,2025-07-21,1260,21,false,4840,4,2023,spring
HnwQ4gOgnXA,139138,1360,85,N,Kat Edmonson,1,4622,2025-07-21,628,10.47,false,13200,10,2012,autumn
68hXtA9odvs,72417,2264,139,H,Kate Davis,1,1767,2025-07-21,964,16.07,false,34300,8,2020,summer
Xqd86is7y54,363221,8184,250,N,Kate Tempest,1,3608,2025-07-21,783,13.05,false,51900,7,2015,summer
kW6WICBscx4,208277,2128,164,N,Kathleen Edwards,1,4805,2025-07-21,908,15.13,false,8910,4,2012,spring
ecZNktlc-CE,88020,1746,106,H,Kathleen Edwards,2,1479,2025-07-21,1069,17.82,false,9020,5,2021,spring
T5j8JewmnuE,150728,6004,297,N,Katie Gavin,1,28,2025-07-21,1194,19.9,false,10300,5,2025,spring
QDJWmG7d0AM,115619,5047,265,H,Katie Pruitt,1,1684,2025-07-21,1098,18.3,false,17900,10,2020,autumn
TGU0-1PBW54,109528,2159,104,N,Katie Von Schleicher,1,487,2025-07-21,978,16.3,false,724,2,2024,winter
yQ7E1c2ykeM,119766,3758,196,N,Katy Kirby,1,284,2025-07-21,1043,17.38,false,2550,8,2024,summer
jMEjPKBvhzE,223674,3826,176,N,Kayhan Kalhor,1,4813,2025-07-21,719,11.98,false,14600,4,2012,spring
RZNrWmf4xH0,2094773,38192,1186,N,Keaton Henson,1,4325,2025-07-21,838,13.97,false,188000,8,2013,summer
BIY_lEg8kBA,3912752,118763,4774,N,Kehlani,1,310,2025-07-21,895,14.92,false,4200000,7,2024,summer
jCnrqmFSXuw,123517,4308,233,H,KeiyaA,1,1576,2025-07-21,1045,17.42,false,3350,2,2021,winter
3prk1I5ged0,481162,25827,1547,N,Kelela,1,468,2025-07-21,1389,23.15,false,104000,2,2024,winter
3zCFPqGfNic,82884,567,46,N,Kelly Hogan,1,4750,2025-07-21,682,11.37,false,276,6,2012,summer
BPRVzA67Dbs,1440723,63510,2071,N,Kenny Beats,1,844,2025-07-21,664,11.07,false,807000,2,2023,winter
8IcrlAYyA_o,380855,10254,364,N,Kenny Garrett and Sounds From The Ancestors,1,766,2025-07-21,1019,16.98,false,9480,5,2023,spring
o4Iv7k0aQoc,4979442,107524,2821,N,Kevin Kaarl,1,515,2025-07-21,1182,19.7,true,3940000,1,2024,winter
AKOlC7TAQ80,558267,8182,276,N,Kevin Morby,1,3231,2025-07-21,727,12.12,false,60800,8,2016,summer
NArUd2vMgA8,270452,4766,234,H,Kevin Morby and Waxahatchee,1,1879,2025-07-21,1341,22.35,false,60900,4,2020,spring
ipFtGz0_dAg,232923,6895,365,N,Keyon Harrold,1,294,2025-07-21,1523,25.38,false,5360,8,2024,summer
cdpNQ90gGXQ,101178,1067,59,N,Khaira Arby,1,5258,2025-07-21,1236,20.6,false,3350,1,2011,winter
19dIwTQk0GU,9145106,150625,2901,N,Khalid,1,2543,2025-07-21,810,13.5,false,9800000,6,2018,summer
vWLJeqLPfSU,18616623,263131,11366,N,Khruangbin,1,2571,2025-07-21,693,11.55,false,306000,5,2018,spring
jCJcQUi-ncU,174222,5354,265,N,Kian Soltani,1,2114,2025-07-21,1048,17.47,false,11700,8,2019,summer
asZZrUFeM_8,337894,12975,648,N,Kiefer,1,389,2025-07-21,1351,22.52,false,25300,5,2024,spring
W9r2i8EjFVw,841513,39235,3122,N,Kierra Sheard,1,357,2025-07-21,1423,23.72,false,406000,6,2024,summer
ZRThiGArHxQ,197170,3106,179,N,Kimberly Akimbo,1,749,2025-07-21,1239,20.65,false,1860,5,2023,spring
ej8vMh28SJY,284840,3009,155,N,King Creosote And Jon Hopkins,1,5022,2025-07-21,935,15.58,false,114170,9,2011,autumn
LL_iUj-mQfg,3821419,83314,2597,N,King Krule,1,2732,2025-07-21,1018,16.97,false,256000,12,2017,winter
uKPo110Qpvo,418189,18575,464,H,King Princess,1,1885,2025-07-21,893,14.88,false,420000,4,2020,spring
2PQnfVlRzqE,474996,14416,348,N,King Princess,2,947,2025-07-21,846,14.1,false,419000,11,2022,autumn
nmDSzmiys1g,669271,21590,765,H,Kingfish,1,1690,2025-07-21,1170,19.5,false,94500,10,2020,autumn
e04Ar0KQjZY,78879,1395,62,H,Kiran Ahluwalia,1,1224,2025-07-21,1143,19.05,true,5260,1,2022,winter
zJferx79YyU,143283,2397,108,N,Kirill Gerstein,1,1906,2025-07-21,1005,16.75,false,2510,3,2020,spring
wRwId2RfmfA,18538939,380220,18899,H,Kirk Franklin,1,1562,2025-07-21,933,15.55,false,2030000,2,2021,winter
BgqAmZHkkTg,1098387,19138,839,N,Kishi Bashi,1,4775,2025-07-21,1113,18.55,false,471000,5,2012,spring
0Cmzn8BIOdA,9617972,177855,5898,N,Koffee,1,1950,2025-07-21,903,15.05,false,1770000,2,2020,winter
SZTUQwI9rLI,130950,1463,73,N,Kopecky Family Band,1,5114,2025-07-21,1109,18.48,false,3050,6,2011,summer
7PQYF4-BbrE,266747,3655,139,N,Kronos Quartet,1,4204,2025-07-21,1176,19.6,false,26300,12,2013,winter
kWg2nMJkO5Y,118904,1705,151,N,Kuinka,1,2639,2025-07-21,737,12.28,false,1480,3,2018,spring
HPpjFtNPnAc,1095330,16656,892,N,Kurt Vile,1,2305,2025-07-21,920,15.33,false,48400,2,2019,winter
JpYCCcWlxNo,246387,7673,220,N,L.A. Salami,1,2816,2025-07-21,1208,20.13,false,5650,9,2017,autumn
LIP7efANp0E,137287,3715,227,N,LADAMA,1,2192,2025-07-21,1090,18.17,false,3990,6,2019,summer
iT3YnNdorCg,539567,12230,294,N,La Santa Cecilia,1,4190,2025-07-21,869,14.48,false,233000,12,2013,winter
w40XbPyotj8,595453,29177,2290,N,LaRussell,1,210,2025-07-21,1273,21.22,false,48700,11,2024,autumn
Sgi1i2z-zys,69382,1530,68,H,Labess,1,1602,2025-07-21,745,12.42,false,174000,1,2021,winter
0rXXdE6UFRc,277330,9497,638,N,Lady Wray,1,856,2025-07-21,1259,20.98,false,8210,2,2023,winter
3ibSXC3vo8M,937628,15749,685,N,Lainey Wilson,1,283,2025-07-21,1153,19.22,false,685000,8,2024,summer
gdRAcoD5Gt0,2677532,30447,985,N,Lake Street Dive,1,3385,2025-07-21,700,11.67,false,2e+05,2,2016,winter
N_t55quR7x8,1504587,35277,1114,H,Lake Street Dive,2,1501,2025-07-21,1140,19,false,201000,4,2021,spring
wrm0cN7bTOM,201347,6821,365,N,Lakecia Benjamin,1,366,2025-07-21,970,16.17,false,2050,6,2024,summer
NoPz80SCCg0,1534443,39813,1538,N,Lalah Hathaway,1,2501,2025-07-21,671,11.18,false,80300,8,2018,summer
IG_uM5th6Fo,143899,4430,79,N,Lambchop's Kurt Wagner,1,5904,2025-07-21,1060,17.67,false,1,4,2009,spring
p8cHEKNu1V4,117690,2767,63,N,Land Lines,1,3465,2025-07-21,886,14.77,false,1,12,2015,winter
WEzNvKpMyvg,107252,2620,163,N,Landlady,1,2793,2025-07-21,1109,18.48,false,480,10,2017,autumn
TMxAKlC5FMM,260393,6854,495,H,Lang Lang,1,1876,2025-07-21,510,8.5,false,5170000,4,2020,spring
kCLFShptAIA,401696,7477,419,N,Lankum,1,1838,2025-07-21,1184,19.73,false,24800,5,2020,spring
9-0f3bKQyAw,64037,718,59,N,Lara Bello,1,2607,2025-07-21,967,16.12,false,660,4,2018,spring
lwSBAS2Pp-U,57331,1223,49,H,Lara Downes,1,1833,2025-07-21,995,16.58,false,1470,5,2020,spring
vN7a3xGB0C0,90343,1179,48,N,Lara Downes,2,777,2025-07-21,1167,19.45,false,1470,4,2023,spring
NvHPuggkDpU,83426,1485,125,N,Lara St. John,1,3315,2025-07-21,966,16.1,false,9350,5,2016,spring
apUE3nAeszw,219717,5400,272,N,Laraaji,1,2220,2025-07-21,935,15.58,false,3230,5,2019,spring
F8SjbnDxCy8,1871699,39933,2160,H,Larry June,1,1086,2025-07-21,765,12.75,false,416000,6,2022,summer
iZZv2BDtP50,294183,7903,512,H,Latto,1,1654,2025-07-21,466,7.77,false,2430000,11,2020,autumn
o4Abt48WxkA,212627,5902,237,N,Lau Noah,1,2300,2025-07-21,943,15.72,false,5090,2,2019,winter
avjI3_GIZBw,7001236,260094,3906,N,Laufey,1,541,2025-07-21,1147,19.12,false,2320000,12,2023,winter
G1Az1xWhdl0,159609,2468,135,N,Laura Gibson,1,5904,2025-07-21,918,15.3,false,4320,4,2009,spring
jhxi64JvhGw,36992,419,29,N,Laura Gibson,2,4820,2025-07-21,881,14.68,false,4320,3,2012,spring
DYDLYlhvJho,261465,6696,660,N,Laura Jane Grace & the Mississippi Medicals,1,338,2025-07-21,908,15.13,false,8500,7,2024,summer
k4Ed6vT6a94,747834,6692,372,N,Laura Marling,1,4712,2025-07-21,695,11.58,false,106000,7,2012,summer
7RzBrwRLX2E,447843,12990,635,H,Laura Marling,2,1877,2025-07-21,692,11.53,false,106000,4,2020,spring
eT5DJ33-Fbg,529436,9527,402,N,Laura Mvula,1,4351,2025-07-21,840,14,false,88600,7,2013,summer
HA1TBV6bq6k,166033,2529,109,N,Laura Stevenson,1,1932,2025-07-21,697,11.62,false,1110,2,2020,winter
fym6Yxbmki8,48577,1102,52,S,Laura Veirs,1,1853,2025-07-21,639,10.65,false,8060,5,2020,spring
ABjmQCxA7UU,304167,10725,722,H,Laurie Anderson,1,1478,2025-07-21,1093,18.22,false,21200,5,2021,spring
yyVW_j0VjeA,46615,777,34,S,Lawrence Arabia,1,1762,2025-07-21,1130,18.83,false,1480,8,2020,summer
HNY2u53wUbU,105445,1765,120,N,Lawrence Brownlee,1,4260,2025-07-21,692,11.53,false,1890,10,2013,autumn
19FnFxiQmKc,218785,3721,293,N,Le Butcherettes,1,4897,2025-07-21,821,13.68,false,5110,1,2012,winter
23kmzrsjmCU,1716231,46822,2538,N,Ledisi,1,2747,2025-07-21,1158,19.3,false,280000,11,2017,autumn
kDRd0CEneOU,127014,1941,148,N,Lee Ann Womack,1,2650,2025-07-21,855,14.25,false,239000,3,2018,spring
_1_BRqBvvdM,262887,8088,310,N,Lee Fields,1,847,2025-07-21,1388,23.13,false,10300,2,2023,winter
6hpERoSmq74,86338,2157,75,H,Leif Ove Andsnes,1,1155,2025-07-21,1126,18.77,false,9970,4,2022,spring
AB-S8wL-AKY,1483443,45513,2302,N,Leikeli47,1,2272,2025-07-21,1021,17.02,false,38200,3,2019,spring
17mKFPut4FI,2676304,41497,1731,H,Lenny Kravitz,1,1782,2025-07-21,929,15.48,false,1650000,7,2020,summer
gBCV3RFWCAA,184345,3971,259,H,Leo Kottke and Mike Gordon,1,1689,2025-07-21,980,16.33,false,5660,10,2020,autumn
C_oACPWGvM4,12067862,157167,3566,N,Leon Bridges,1,3559,2025-07-21,1052,17.53,false,671000,9,2015,autumn
jNnsTNZR2bU,2810137,116348,4971,N,Leon Thomas,1,106,2025-07-21,1185,19.75,false,303000,2,2025,winter
n9O9JC14wEw,447853,12471,382,N,Leslie Odom Jr.,1,2027,2025-07-21,864,14.4,false,189000,11,2019,autumn
e4WrRKSgGI0,5909601,96305,2339,N,Lewis Capaldi,1,751,2025-07-21,1124,18.73,false,7760000,5,2023,spring
2aX8svdJjZo,209912,5852,213,N,Leyla McCalla,1,960,2025-07-21,1317,21.95,false,13700,10,2022,autumn
FGWUGkSvyKM,99310,2265,153,H,Liam Bailey,1,1536,2025-07-21,573,9.55,false,11000,3,2021,spring
9HUV5a7MgS4,20258214,266952,5704,N,Lianne La Havas,1,3535,2025-07-21,860,14.33,false,346000,10,2015,autumn
qso4MRfidrw,2098702,90548,2902,H,Lianne La Havas,2,1858,2025-07-21,834,13.9,false,346000,5,2020,spring
YEnY43csEG0,232116,8780,382,H,Lido Pimienta,1,1697,2025-07-21,1471,24.52,false,19500,10,2020,autumn
ErnSsJRKNJ0,106946,536,63,N,Lightning Dust,1,5653,2025-07-21,545,9.08,false,504,12,2009,winter
hU3P6dlNaB4,765857,20158,479,N,Lila Downs,1,3058,2025-07-21,1310,21.83,false,529000,1,2017,winter
mbPa0QH_zxA,4243013,89670,2628,H,Lila Iké,1,1752,2025-07-21,1269,21.15,false,262000,8,2020,summer
8XxFbJcswQk,678293,8033,305,N,Lily & Madeleine,1,4168,2025-07-21,656,10.93,false,23700,1,2014,winter
MYiP0WO6yzA,657163,15398,706,H,"Linda Diaz, 2020 Tiny Desk Contest Winner",1,1705,2025-07-21,938,15.63,false,17,10,2020,autumn
RyWGBoU6dc8,162505,3763,125,N,Linda May Han Oh,1,417,2025-07-21,1308,21.8,false,1670,4,2024,spring
tCrLnfwX088,4974053,145878,5211,N,Liniker e os Caramelows,1,2405,2025-07-21,1118,18.63,false,369000,11,2018,autumn
7Wd5s78Lghw,82773,4170,78,S,Lionel Loueke,1,1839,2025-07-21,755,12.58,false,3580,5,2020,spring
r-B_fkZfWjk,907975,11138,515,N,Lisa Hannigan,1,4967,2025-07-21,741,12.35,false,91200,10,2011,autumn
1hMxG92KTGE,197988,3890,356,N,Lisa O'Neill,1,696,2025-07-21,1262,21.03,false,15800,7,2023,summer
TR2hG7ke2YQ,94532,1576,106,N,Lise Davidsen,1,406,2025-07-21,808,13.47,true,3960,4,2024,spring
3Cu67zSVl-U,258916,4755,271,H,Little Big Town,1,1704,2025-07-21,1000,16.67,false,917000,10,2020,autumn
koveFxBb3FU,962986,27411,1458,H,Little Dragon,1,1814,2025-07-21,1249,20.82,false,158000,6,2020,summer
Lti5hj6dyPc,787175,18990,1009,N,Little Dragon,2,665,2025-07-21,921,15.35,false,158000,8,2023,summer
6PgYuit1BXw,241996,4745,262,S,"Little Moon, 2023 Tiny Desk Contest Winner",1,738,2025-07-21,1097,18.28,false,18700,5,2023,spring
ymqKPz5kRXE,1289667,36416,1402,H,Little Shop of Horrors,1,1127,2025-07-21,1302,21.7,false,1,5,2022,spring
O5_IAndUG7g,831513,19922,611,N,Little Simz,1,3020,2025-07-21,719,11.98,false,531000,2,2017,winter
Nkt93coQzqg,3796864,120370,2583,H,Little Simz,2,1375,2025-07-21,1209,20.15,false,533000,8,2021,summer
NOG49BTdJLQ,91916,1529,104,H,Liz Phair,1,1444,2025-07-21,1014,16.9,false,30700,6,2021,summer
_I9Mh317tYc,142331,2430,117,N,Lizz Wright,1,5198,2025-07-21,588,9.8,false,18100,3,2011,spring
DFiLdByWIDY,14627921,386144,13271,N,Lizzo,1,2132,2025-07-21,1020,17,false,3060000,8,2019,summer
7odxBDg-7JE,3222204,100710,2535,N,Lizzy McAlpine,1,941,2025-07-21,999,16.65,false,2560,11,2022,autumn
3N7a7bDEqMo,82182,2833,86,N,Ljova And The Kontraband,1,2968,2025-07-21,1424,23.73,false,68,4,2017,spring
BVnUddPsVRk,141673,3442,238,N,Lo Moon,1,2702,2025-07-21,936,15.6,false,38200,1,2018,winter
FoyjUYtk30s,1299624,14208,694,N,Local Natives,1,5212,2025-07-21,766,12.77,false,78800,2,2011,winter
9UmWZEZakXQ,133833,2418,90,N,Logan Richardson,1,2594,2025-07-21,1228,20.47,false,1070,4,2018,spring
W9eiq-ctKDY,949872,7181,276,N,Lord Huron,1,4607,2025-07-21,1110,18.5,false,1260000,10,2012,autumn
